note_id,x,y,cluster
13793,5.893372,2.3637455,-1
3931,-1.3752201,4.1173363,-1
194172,6.3513327,2.184106,-1
7171,6.3149858,2.1900494,-1
174172,6.3442965,2.18442,-1
156697,7.8952556,1.2041069,106
159413,2.6998725,4.355973,-1
130469,3.6496193,13.682133,-1
204877,-2.4513044,15.776742,-1
15698,15.58607,11.288459,97
193500,7.9338026,10.485552,-1
61602,3.4864883,-0.37559974,-1
84012,6.1385117,27.366016,88
11179,2.0936577,3.8724968,-1
188835,18.318594,12.00165,100
15466,16.828777,-2.4279509,63
126796,18.536442,-4.9151855,88
168835,18.318016,12.450478,100
108275,5.7959766,7.389684,-1
52336,-11.737409,-4.779175,91
142864,3.4952857,1.1916486,-1
6499,7.93185,10.481194,-1
188717,-7.13087,8.297257,6
98864,1.7753162,8.781656,-1
114824,-5.2036405,2.9739153,55
201600,13.804806,21.677103,102
183500,7.9339504,10.482384,-1
1716,-7.151388,8.278007,6
168717,-7.152561,8.277633,6
203500,7.9688935,10.517212,-1
62079,-5.4279504,10.491863,76
174877,-2.4541125,15.778303,-1
41761,-0.719341,11.357037,-1
7876,-2.450883,15.781146,-1
182286,1.4803097,23.09736,-1
90099,3.353036,4.3412337,-1
37852,6.2018433,6.639163,-1
4599,7.7251825,24.303547,102
20036,0.22060686,0.6182385,-1
194877,-2.4508014,15.781166,-1
72169,20.757343,-3.8015473,88
51700,4.375447,-7.193813,77
158511,14.330626,-0.70225495,111
38153,9.045702,16.360844,95
66605,10.546011,21.504778,98
155170,14.330593,-0.7022963,111
171600,10.952694,26.266937,102
37446,-1.5487871,10.367235,-1
21720,-2.4730997,0.18899107,-1
112378,3.2622015,7.1019087,-1
127739,12.690721,1.8483614,88
186925,2.0338178,10.264361,-1
140945,4.722161,8.437187,-1
9924,2.025576,10.258035,-1
181600,10.995609,24.043236,102
184877,-2.4508193,15.781346,-1
131526,5.588094,7.706705,-1
141178,-6.9416213,8.134102,-1
172286,1.4803165,23.097385,-1
155210,8.030348,-3.2926679,84
120752,5.1611958,18.416882,51
206925,2.0274622,10.268728,-1
149994,5.8429275,14.134808,-1
113443,-1.64621,9.973651,-1
149984,9.045752,16.360758,95
156406,3.6181076,14.654285,-1
42345,-7.470341,7.2681975,-1
192286,1.4803277,23.09741,-1
39944,-17.533007,11.478829,89
82909,16.4874,4.698713,80
5285,1.4803256,23.097408,-1
40930,-4.053078,3.6699483,-1
155986,0.31370762,0.7213393,-1
111456,14.338393,4.624163,86
119353,-4.106445,12.413343,31
196925,2.0314505,10.267197,-1
109718,10.54689,21.504965,98
45651,0.2153664,0.59523046,14
151093,-11.737345,-4.779244,91
53281,0.29407609,3.5798237,-1
131579,9.045805,16.360712,95
38419,-7.1164937,5.402427,-1
173500,7.9376955,10.485348,-1
154080,9.763077,-4.6502237,-1
1834,18.318567,12.45052,100
88909,5.418332,0.0027703356,-1
117251,15.585905,11.288499,97
178835,18.317823,12.001504,100
43921,6.286186,4.4031224,-1
85247,-11.978412,4.1118703,94
191600,10.995741,24.042923,102
103463,22.36131,7.550169,74
198835,18.317745,12.449772,100
178717,-7.1493254,8.278346,6
65169,1.6303694,15.874174,-1
202286,1.4803337,23.09741,-1
198717,-7.127507,8.294143,6
176925,2.025395,10.265473,-1
148855,-0.043426655,11.033435,-1
132600,-1.8697926,26.870296,89
174734,-8.712287,-1.0580359,97
93812,2.2083533,9.787561,-1
104009,3.7208793,1.1001706,13
158145,2.3573878,13.147235,-1
63267,-5.080249,10.675205,-1
126365,1.7759862,9.3443985,-1
157552,-11.737379,-4.779253,91
7733,-8.712386,-1.0580835,97
159615,0.8213447,7.059426,-1
128235,11.3376875,-0.7174863,37
99358,-4.6626377,3.3944557,-1
82643,-0.7454303,12.388455,78
92196,1.650962,7.717401,-1
149796,8.350644,14.432866,-1
40615,-6.983763,-9.055386,89
126486,18.280687,12.396491,-1
204734,-8.712382,-1.0580224,97
157335,-2.6594255,14.505303,-1
158204,3.44056,0.03298013,-1
27690,-3.6146777,10.16975,-1
99134,-6.113341,12.595696,67
20798,1.2865242,5.7555127,-1
195516,-11.758851,-4.75724,91
138478,3.5116522,14.6952,48
205516,-11.766498,-4.750432,91
14610,4.824804,10.448293,-1
117529,1.4001662,12.194207,-1
105709,-1.2866503,9.145109,-1
8515,-11.73777,-4.7785892,91
142084,-3.7345233,3.1319351,-1
67342,-4.262083,11.226715,-1
61276,1.8544836,15.77491,35
92606,-16.801008,17.563545,89
140605,6.6842623,8.025188,-1
17487,-5.117984,10.666066,-1
175516,-11.738224,-4.778389,91
31394,4.7694826,1.3528976,-1
12642,5.76449,14.244017,-1
118130,14.329866,-0.7021351,111
185516,-11.738227,-4.778521,91
91449,5.9349513,1.9653313,-1
136683,1.5752147,6.8860984,-1
113722,14.500923,-1.0608147,111
143430,15.974399,-9.075271,74
93507,0.55098283,14.897172,-1
156924,-0.99931467,10.959081,99
92476,-0.9765864,3.0125132,-1
78494,8.128109,3.1697052,57
18495,4.5669994,7.5814056,43
10323,1.9930925,3.7712433,-1
107822,7.665921,7.1778817,-1
76893,3.6813374,14.203789,-1
164929,1.316717,1.7019936,20
160847,4.403941,11.719982,-1
124708,1.9942434,8.84418,-1
194734,15.586136,11.288929,97
98366,-1.469272,21.364746,60
184734,15.586234,11.288701,97
34805,4.5422764,7.594607,-1
132574,-1.8698174,26.870323,89
197563,7.00987,6.500846,-1
151055,15.5863285,11.288742,97
83456,0.9450593,11.709451,-1
39450,2.394973,6.4902515,-1
170094,8.567139,2.6531565,57
151432,3.3600092,2.2868752,-1
148882,-0.2898709,8.478392,-1
42000,2.645306,2.2452126,-1
32943,-10.163088,-8.136267,89
34109,-0.61987,12.560833,-1
176250,-2.2573843,6.8356795,19
67358,-4.1567273,5.9036293,29
64927,-1.556149,5.6225576,-1
117150,0.2915755,11.106505,-1
181715,2.5975435,-5.428589,-1
4714,2.5975928,-5.428623,-1
73180,2.9423857,1.1962246,-1
167563,7.011229,6.499198,-1
191715,2.5976388,-5.428571,-1
25338,1.8260885,10.731247,-1
46401,3.1332073,4.8732266,-1
155324,2.9689927,0.9043336,-1
39915,-7.1291313,5.3578615,-1
160286,-1.6666373,5.4775968,-1
76191,7.8255444,14.38639,-1
88545,-2.0510771,6.652106,19
113028,2.6948972,10.506084,-1
187563,7.0107684,6.499617,-1
68159,4.852141,3.6074913,-1
139923,-9.35842,-11.616147,89
98367,6.541758,14.979736,-1
119414,-5.953029,-1.7905396,-1
128016,-6.9645743,8.1466875,-1
562,7.017734,6.49593,-1
149771,3.53769,13.582685,-1
37373,1.9945503,-0.58694494,-1
78655,0.5069861,4.216369,-1
93846,13.770674,-3.5868313,98
42211,-4.198281,-5.358768,91
190094,8.567476,2.6526008,57
86050,3.6164563,7.3109593,-1
101021,6.5382867,6.769831,-1
206250,-2.260147,6.835759,19
177563,7.019367,6.494384,-1
88647,-3.6044302,3.5057511,-1
27550,-0.48848155,9.6510105,-1
150792,-5.428112,10.491902,76
141118,2.3735538,2.0314522,-1
43124,4.4671335,9.727489,37
88667,2.2090778,6.2750154,-1
158080,3.7010612,14.561252,-1
118096,4.7298856,1.8150983,27
153666,8.341553,7.3272038,-1
74671,4.076133,11.684746,-1
196250,-2.2636907,6.835818,19
152218,6.0123253,13.992601,-1
161045,3.76098,19.329432,-1
186250,-2.2833805,6.838446,19
114823,-5.2033925,2.9729471,55
180094,8.567628,2.6526456,57
81485,6.752529,13.901589,-1
144338,7.418051,13.555942,-1
45179,4.056967,8.075296,-1
45045,-0.83774734,0.16483548,-1
120254,13.804999,21.677038,102
13322,0.43156692,3.4338603,-1
47619,-2.9204674,-0.26085037,-1
201715,2.5976734,-5.428579,-1
157334,-4.8468494,3.1738536,-1
152807,-2.0374804,9.661078,39
131456,4.3753924,-7.193843,77
117554,-5.7820787,-5.791108,-1
52996,6.962476,19.40205,73
17966,0.25566924,11.4768915,106
43829,0.20172879,14.327881,-1
152423,-6.6928797,-7.250372,89
142557,5.822711,2.189748,-1
14785,6.383771,11.019983,1
171715,2.5977063,-5.428529,-1
53014,7.4195814,7.5742025,103
3093,8.566555,2.653263,57
98849,2.1673472,2.5390086,-1
65238,0.28954357,8.478539,-1
9249,-2.2639813,6.835065,19
200094,8.559042,2.668648,57
62145,5.037861,6.7615094,-1
36040,6.599643,14.924755,-1
59299,8.069124,3.1459525,-1
189022,1.4590399,5.652231,-1
196797,3.2662473,-0.6548255,-1
116445,-1.1023144,18.977144,-1
143891,1.001347,14.446043,64
204965,-3.9295354,5.6113133,-1
36606,0.80426115,3.8859048,-1
35626,-9.224659,8.251065,99
79567,0.3901823,11.660835,-1
181225,-8.050747,17.704576,107
140278,-5.5642877,7.1391163,-1
187620,3.1019747,2.7286527,-1
80505,6.404972,13.886005,-1
20422,0.88551253,4.7140064,-1
163736,-1.3827887,4.2114196,-1
159217,0.2127972,11.118225,-1
138691,13.413382,-0.08389295,-1
9796,3.2513611,-0.6505435,-1
33508,2.5116003,4.942021,-1
139602,13.429417,16.719893,65
51190,4.6266775,15.119969,-1
163449,-4.3600855,3.7100468,56
62797,13.727685,13.911119,111
114921,12.226149,9.103072,32
52859,8.09528,10.954454,-1
170294,5.0521564,12.142486,-1
187959,13.4294815,16.719944,65
186797,3.2273488,-0.6715975,-1
143089,1.149394,14.080203,64
19603,2.282374,9.560239,-1
199022,1.4598992,5.6513095,-1
115973,-10.1631365,-8.136297,89
167432,-1.2145044,9.356222,-1
619,3.099651,2.7290041,-1
79835,10.75502,9.142163,-1
197959,13.430121,16.720217,65
79796,1.3261801,7.894801,-1
158931,0.7715921,27.323015,74
81831,10.55669,10.923664,-1
87882,-1.1458664,7.5881076,-1
17913,5.7715297,2.1249013,-1
141218,1.5908693,-3.1398208,-1
59541,9.857238,7.0771976,-1
140845,2.8028631,4.818135,33
18690,10.194995,10.635969,-1
958,13.429668,16.720247,65
184965,-3.934679,5.617399,-1
95792,0.40950343,3.435967,-1
200294,5.0519476,12.142704,-1
90832,1.9659314,1.8971162,20
48287,4.0836797,9.416365,-1
163131,-7.2353945,8.226221,-1
90656,-2.981215,14.8311205,-1
187432,-1.205741,9.354791,-1
143360,-0.7013247,11.499868,-1
167620,3.103925,2.726596,-1
80735,-9.798617,22.511862,89
164826,-5.877416,0.36512715,45
201225,-8.176988,18.093441,107
111739,-16.260643,14.466348,89
86024,0.85958886,6.9383864,-1
43498,-2.6607962,14.525676,-1
3293,5.057442,12.146906,-1
151668,-7.3049464,3.9158661,-1
119812,-2.1767278,6.457516,-1
177620,3.10249,2.7269683,-1
135401,2.698615,5.011345,33
23027,-1.0809276,3.1574996,12
161410,0.40427783,3.567108,-1
152721,-10.272195,-1.6855971,-1
160738,4.177478,11.651165,-1
34689,1.0327666,2.4817173,-1
177959,13.429682,16.720419,65
38162,-1.107666,18.981386,83
118112,3.1020658,4.8323994,-1
154812,7.5241075,13.703041,-1
100789,-1.0965737,7.61214,-1
46627,6.0337152,20.707127,-1
174965,-3.9329913,5.6142178,-1
197620,3.1070106,2.7232208,-1
97601,13.413241,-0.08383018,-1
119161,-3.803211,2.410414,-1
102858,8.267709,14.42205,-1
180294,5.0528035,12.14356,-1
165267,11.021731,12.913397,-1
111954,2.5971344,-5.4236608,-1
4224,-8.052007,17.702946,107
431,-1.206071,9.344917,-1
45876,9.670392,23.36677,102
7964,-3.9278352,5.6105895,-1
86481,6.196392,6.5729423,-1
206797,3.2527196,-0.65562075,-1
67642,-0.8295852,0.17370743,0
194965,-3.9477797,5.5872235,-1
25169,2.802027,4.930627,33
45763,-11.980423,4.1103387,94
171225,-0.33040744,17.86602,107
197432,-1.2134678,9.354811,-1
10882,-3.9924734,5.7102146,-1
83998,10.08905,10.61107,-1
159863,0.819315,3.0895813,-1
103885,10.192993,10.657233,17
43337,3.051848,6.1671605,-1
13880,3.0187476,1.1425998,-1
190294,5.0532556,12.145672,-1
169022,1.4602075,5.6517754,-1
122687,0.2104201,12.315495,-1
89553,-5.5429497,7.25778,-1
95018,2.9029493,6.262288,-1
2021,1.4602827,5.65148,-1
150868,-5.8260775,12.403501,-1
176797,3.272504,-0.65237135,-1
153907,5.6590734,8.006791,-1
34645,0.276839,0.70017046,-1
161032,-0.5786462,11.572827,-1
86331,10.214801,10.661599,-1
10546,-0.99817693,6.030489,-1
57527,3.0602431,11.587721,-1
191225,-0.33069927,17.866741,107
137410,0.3224637,11.276117,-1
123028,0.6681028,14.125951,-1
167959,13.430466,16.720886,65
124748,-0.29864833,5.43097,-1
179022,1.4596319,5.65123,-1
154005,0.14121833,11.421538,-1
64267,-7.0027523,9.3578005,90
91162,-2.9217381,-0.26232338,-1
177432,-1.2123227,9.354422,-1
156396,3.6204424,1.4207954,13
19544,17.860628,8.223331,77
22867,0.4024376,7.029832,-1
156852,0.04379187,10.338153,-1
62321,-0.43178427,9.62204,-1
15219,-0.3517848,16.333035,-1
114665,6.672731,14.962984,-1
170184,0.6246953,8.491971,77
43278,7.4705276,14.684054,-1
87906,3.3188162,-0.1355646,-1
43365,-0.23491576,9.976217,-1
72046,6.3682466,4.444046,-1
92201,6.5331893,6.675132,-1
62327,8.069372,3.1550279,57
92484,3.4009306,-0.21990263,-1
199568,1.4112494,12.19442,-1
10543,-0.25578138,-4.5475397,112
187945,-0.012094346,10.050839,82
124107,-3.040049,10.817382,58
16873,-0.42941093,7.612232,-1
194220,0.70954865,4.0083923,-1
70847,5.769669,1.9424372,15
19532,-6.6523366,0.87250596,42
114479,-4.1062603,2.6306863,-1
34828,0.7630466,11.789921,-1
107301,10.223968,10.66405,17
131503,-7.2779064,4.0138636,-1
126160,4.7223344,2.2424314,27
45699,4.0709996,5.107297,-1
38660,4.73269,10.458757,-1
145794,-0.43160522,10.220885,-1
179568,1.3989619,12.186994,-1
41751,1.3653349,7.339211,-1
51992,-4.786311,3.274426,-1
184220,0.710462,4.0089135,-1
197945,-0.014706691,10.050186,82
171130,0.3981411,2.9823494,-1
89082,4.1131105,3.2128105,-1
39140,-8.09863,12.653091,87
163945,-7.298487,3.9186199,-1
191130,0.41406885,2.9881558,-1
85278,3.8872392,2.1919506,27
18024,5.8493705,5.8453417,-1
4129,0.41268992,2.98883,-1
114873,10.206089,10.641878,17
66906,3.0612688,9.79478,-1
23129,1.2957473,14.220774,-1
32155,7.332145,13.776979,-1
114423,-1.9206345,5.303676,10
107589,-0.31366217,11.254065,-1
108685,0.83085185,6.8958535,-1
204220,0.70712006,4.007392,-1
43479,6.7429514,14.903302,-1
31686,-3.7359939,9.808769,-1
102141,-4.0637836,5.796756,-1
36074,9.04587,16.36067,95
153755,-5.06155,10.749334,-1
90188,-0.28951234,12.295104,-1
103323,-4.222504,3.5486612,-1
31912,-1.8535912,6.637762,-1
70233,11.95603,-2.5687053,58
143254,-7.351775,3.9594681,-1
38360,5.2807307,2.141655,15
45291,-13.059022,0.1404571,41
7219,0.70697004,4.0056543,-1
181130,0.40168148,2.9936726,-1
78904,-0.87011904,11.269838,-1
189568,1.4063715,12.193862,-1
190184,0.6161702,8.506456,77
119386,-5.78249,-5.7910523,81
86242,0.15847766,11.073131,-1
39504,-3.2688003,1.2463913,30
32491,-3.164986,9.88809,-1
27270,4.022715,4.489086,-1
92101,-5.180454,22.654293,102
127103,6.2008076,11.021446,1
140399,20.038826,1.4209553,92
160375,4.4782677,9.700134,37
91854,4.5553427,7.5611324,43
140682,-16.734459,7.179879,89
128847,3.7591655,2.2696395,27
36951,-7.1462507,8.301056,-1
161597,18.391373,17.58505,-1
177945,-0.017262176,10.046224,82
63565,-0.8856121,9.433641,-1
104210,-0.26000726,5.060125,45
161942,-1.22165,8.500031,-1
148091,3.2426429,14.242254,-1
65164,5.8102946,7.3699026,-1
200184,0.61097664,8.491554,77
94690,5.424603,14.20108,-1
17852,3.3499706,8.245885,-1
121701,-4.1105466,5.9650774,-1
162164,-13.702301,-2.9897277,111
136715,16.828836,-2.4279075,63
128138,2.279149,29.055511,89
3183,0.61199516,8.492635,77
167945,-0.00804981,10.046812,82
128188,-1.7889272,5.6569767,-1
150067,4.698651,9.2516985,49
77045,2.9262419,7.597511,-1
56583,0.39013618,7.1592555,-1
149768,-16.80101,17.563517,89
32768,-0.83596605,0.16571157,-1
120146,8.297558,13.567383,110
169568,1.406041,12.193888,-1
174220,0.70912045,4.0030956,-1
68165,-5.3706675,10.529034,-1
96358,2.1809733,10.091926,-1
150645,18.09591,6.73913,80
39618,2.2666998,9.74256,70
127785,-15.356704,10.272163,89
37464,18.318546,12.002053,100
2567,1.4072981,12.1952305,-1
149471,3.0024145,11.469765,-1
90707,15.586509,11.288557,97
131673,0.9928577,7.232859,-1
94081,-0.33131596,17.864264,107
115785,3.218812,7.260307,-1
944,-0.00042452378,10.054417,82
140877,-0.23869142,4.941139,-1
106765,8.2979145,13.567533,110
180184,0.6159939,8.488992,77
63197,2.2791376,29.055504,89
93699,4.7795753,9.2657385,-1
74255,0.8009284,4.1386547,-1
46126,3.1341016,6.4145865,-1
85962,7.708741,14.394242,-1
134364,3.6622705,14.360859,-1
134387,-2.2434862,9.529832,-1
25206,2.3121524,9.683076,70
40542,-7.273661,8.196705,6
17919,6.7140703,-10.401353,74
63246,-0.21596189,8.438574,-1
90906,2.7315013,-0.6574603,-1
115966,1.5696682,1.4561269,-1
201130,0.41042823,2.9918742,-1
92186,6.5072675,6.677787,-1
126850,1.4743707,7.4706893,-1
45947,20.03868,1.420951,92
16350,4.1902676,4.672304,-1
89932,15.338944,-8.822446,74
142573,0.41734964,12.946562,-1
31156,1.6614418,2.7203708,-1
133894,13.417594,16.70739,-1
11623,-0.041219633,11.519499,-1
155649,8.838814,2.0372155,85
8894,-3.5334077,6.0198936,-1
88485,23.593224,1.7636998,102
178886,2.245568,16.298256,-1
169554,3.8905602,-2.6576216,72
71466,-4.13209,4.008144,-1
198886,2.2479687,16.300825,-1
88108,1.9382765,12.637309,103
119629,20.038528,1.4209158,92
87833,2.0252872,1.8936192,-1
168886,2.2473123,16.300755,-1
169331,9.549566,10.584216,-1
133899,2.402118,10.057426,-1
113709,6.2516637,16.140608,-1
205895,-3.5323653,6.020538,-1
101188,-0.1488855,5.053021,-1
24333,3.118157,2.754407,-1
12514,7.290296,14.903523,-1
78733,-1.1808977,13.340063,-1
54637,3.0910165,-0.84370106,-1
57365,1.9100013,9.13244,-1
88751,-0.8435235,7.6333575,-1
119672,5.9455085,2.1214895,-1
155947,16.487421,4.698773,80
137005,4.718634,10.826233,49
101730,-2.9229455,14.776622,-1
142370,11.721333,8.732663,-1
113675,1.6506766,16.388714,35
40183,-7.1890416,3.771057,-1
79542,4.2245183,4.8361363,25
11640,-0.45363975,7.6447396,2
17113,6.144005,4.556739,-1
136790,3.045346,1.1215122,5
186483,4.7799134,5.868618,-1
78229,-2.294875,8.240808,47
30336,6.3405566,4.7564983,-1
70065,2.398757,9.707938,-1
119357,10.832349,-0.25332943,-1
86184,6.406894,13.8918705,-1
113560,1.7965611,8.75229,-1
71828,1.422333,1.8238386,-1
88586,0.24253744,11.430118,-1
196483,4.7680063,5.880443,-1
76750,0.6446143,6.4394674,-1
2553,3.889403,-2.6587791,72
141506,2.9136252,14.074851,-1
68365,6.0122204,13.99036,-1
18451,-1.9848866,6.6569214,-1
92448,20.775242,9.755585,92
141481,6.054517,7.447825,-1
